domain,sheet_type,head,relation,tail,vote
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,grateful_for_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_make_hotel_great,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,warm_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,willing_to_do_more,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_make_guest_better_stay,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_offer_adapter,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_keep_hotel_spotless,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_make_guest_comfortable,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_help_amazing,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_work_hard_to_keep_hotel_in_good_condition,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,happy_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,greet_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,knowledgeable_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,can_speak_French,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,competent_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,happy_to_help,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_ready_to_answer_question,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_give_good_advice,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,listening_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,sweet_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,pleasant_contact_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_arrange_ride_to_airport,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,availability_of_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_alway_help,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_give_family_atmosphere,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_help_any_question,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_help_any_problem,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,patient_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_give_family_room_as_requested,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_recommend_place_in_city,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_order_taxi,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_help_with_car_rental,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_celebrate_our_daughter_birthday,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,10/10_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,courteous_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,welcoming_service_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,highest_level_service,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_ready_to_help,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_kept_suitcase_whole_day,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_give_free_room_upgrade_to_superior_room,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_help_with_everything,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_alway_available_to_satisfy_you,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,can_speak_4_language,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,can_speak_Greek,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,can_speak_English,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,can_speak_Arabic,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_give_beautiful_hospitality,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,kind_hospitality_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,charming_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_answer_with_smile,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_agree_to_every_request,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_give_arrival_explanation,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_help_with_all_question,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_help_with_everything_needed,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,upgrade_room_free,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,personal_attention_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_left_clear_information_for_arrival,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_left_precise_information_for_arrival,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_send_phot_for_arrival,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,sympathy_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_speak_French,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_settle_early,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_think_all_detail,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_take_care_late_check-in,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_take_care_for_adapter,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_help_find_rental_car,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,accompanying_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,advising_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_communicate_before_arrival,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_try_to_help,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,staff_answer_everything,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_take_care_well-being_of_guest,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,incredible_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,soulful_atmosphere_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,greeting_with_smile,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,respond_to_help,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_call_us_taxi,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_no_charge_lost_room_ticket,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_give_pleasant_feeling,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_confirm_arrival_time,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,pleasant_welcome,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_help_order_taxi_to_airport,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_wait_for_check-in_at_3am,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,service_of_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,accommodated_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_give_early_check-in,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_give_early_check-out,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_arrange_transfer_to_airport,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_give_instruction_to_get_to_hotel,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_pick_up_at_bus_stop,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_allow_leave_thing_after_check-out,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_clean_everyday,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_solve_problem_instantly,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_wait_until_2am,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_organize_fast_transfer,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_solve_wish_immediately,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_solve_problem_immediately,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_welcome_in_French,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,top_notch_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,sympathy_of_restaurant_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,super_service_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_help_immediately_with_adapter,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_drive_me_to_airport,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,can_request_adapter,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,can_request_socket,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,efficient_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,cordial_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,quiet_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,CONTRARY_TO,top_staff,Yes
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,constructive_attitude_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_explain,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_do_everything_to_compensate_inconvenience,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_prepare_a_lot,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_prepare_pool,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_prepare_play_room,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_prepare_roof_garden,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_communicate_well_French,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,willing_to_help_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,warm_welcome_in_French,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,perfect_welcome_at4am_arrival,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,staff_alway_smile,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,willingness_staff,No
staff,Contrary(N)Body(P),have_evident_staff_cannot_give_bus_to_airport_information,NOT_CONTRARY,warm_service_staff,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,helpful_staff,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,easy_to_communicate_with,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,nice_staff,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,great_staff,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,lovely_staff,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,staff_show_how_nearby_bus_take_to_town_center,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,staff_show_how_nearby_bus_take_to_airport,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,amazing_staff,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,CONTRARY_TO,beyond_expectation,Yes
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,staff_take_time_to_explain,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,friendliest_staff,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,friendly_staff,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,CONTRARY_TO,nice_to_talk_to,Yes
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,CONTRARY_TO,exceptional_staff,Yes
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,CONTRARY_TO,staff_go_out_of_their_way_for_us,Yes
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,welcoming_staff,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,staff_make_like_staying_with_family,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,CONTRARY_TO,staff_make_it,Yes
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,supportive_staff,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,staff_help_with_all_our_wish,No
staff,Contrary(N)Body(P),have_evident_only_one_staff_wear_mask,NOT_CONTRARY,staff_bring_back,No
